Date,Soy oil
3/12/2020,26.38
3/13/2020,26.37
3/16/2020,24.99
3/17/2020,25.24
3/18/2020,25.04
3/19/2020,25.43
3/20/2020,25.59
3/23/2020,26.09
3/24/2020,26.38
3/25/2020,26.47
3/26/2020,26.33
3/27/2020,26.67
3/30/2020,26.69
3/31/2020,26.83
4/1/2020,25.88
4/2/2020,26.07
4/3/2020,26.25
4/6/2020,26.66
4/7/2020,27.31
4/8/2020,27
4/9/2020,27.24
4/13/2020,26.38
4/14/2020,26.09
4/15/2020,25.9
4/16/2020,25.65
4/17/2020,25.64
4/20/2020,25.33
4/21/2020,24.7
4/22/2020,24.87
4/23/2020,24.91
4/24/2020,24.35
4/27/2020,24.29
4/28/2020,24.62
4/29/2020,25.02
4/30/2020,25.45
5/1/2020,25.35
5/4/2020,25
5/5/2020,24.91
5/6/2020,24.44
5/7/2020,24.86
5/8/2020,25.14
5/11/2020,25.09
5/12/2020,24.61
5/13/2020,24.51
5/14/2020,24.78
5/15/2020,25.18
5/18/2020,25.92
5/19/2020,25.57
5/20/2020,25.83
5/21/2020,25.58
5/22/2020,25.11
5/26/2020,25.75
5/27/2020,26.08
5/28/2020,25.86
5/29/2020,25.85
6/1/2020,26.08
6/2/2020,26.94
6/3/2020,26.86
6/4/2020,26.82
6/5/2020,27.14
6/8/2020,27.1
6/9/2020,26.88
6/10/2020,26.65
6/11/2020,26.15
6/12/2020,26.15
6/15/2020,26.39
6/16/2020,26.64
6/17/2020,26.75
6/18/2020,26.71
6/19/2020,27.17
6/22/2020,27
6/23/2020,26.82
6/24/2020,26.3
6/25/2020,26.19
6/26/2020,25.85
6/29/2020,26.27
6/30/2020,26.63
7/1/2020,27.49
7/2/2020,27.22
7/6/2020,27.67
7/7/2020,28
7/8/2020,27.67
7/9/2020,27.42
7/10/2020,27.34
7/13/2020,27.2
7/14/2020,27.58
7/15/2020,27.92
7/16/2020,29.09
7/17/2020,29.75
7/20/2020,29.75
7/21/2020,29.9
7/22/2020,29.75
7/23/2020,29.61
7/24/2020,29.63
7/27/2020,29.42
7/28/2020,29.25
7/29/2020,29.69
7/30/2020,29.86
7/31/2020,30.44
8/3/2020,31.19
8/4/2020,31.02
8/5/2020,31.08
8/6/2020,31.65
8/7/2020,31.27
8/10/2020,31.18
8/11/2020,31.05
8/12/2020,31.99
8/13/2020,31.66
8/14/2020,31.49
8/17/2020,31.73
8/18/2020,32.01
8/19/2020,32.1
8/20/2020,31.73
8/21/2020,31.83
8/24/2020,32.08
8/25/2020,32.41
8/26/2020,33.62
8/27/2020,34.69
8/28/2020,34.76
8/31/2020,34.33
9/1/2020,34.13
9/2/2020,34.76
9/3/2020,34.51
9/4/2020,34.15
9/8/2020,33.77
9/9/2020,33.5
9/10/2020,33.65
9/11/2020,34.24
9/14/2020,34.73
9/15/2020,34.58
9/16/2020,35.44
9/17/2020,35.41
9/18/2020,35.73
9/21/2020,34.77
9/22/2020,34.17
9/23/2020,33.19
9/24/2020,32.86
9/25/2020,33.34
9/28/2020,33.79
9/29/2020,33.31
9/30/2020,33.76
10/1/2020,33.04
10/2/2020,32.28
10/5/2020,33.19
10/6/2020,33.72
10/7/2020,33.65
10/8/2020,33.63
10/9/2020,34.63
10/13/2020,34.24
10/14/2020,34.51
10/15/2020,33.79
10/16/2020,33.62
10/19/2020,33.15
10/20/2020,33.94
10/21/2020,33.83
10/22/2020,34.31
10/23/2020,34.74
10/26/2020,35.08
10/27/2020,34.74
10/28/2020,34.04
10/29/2020,34.06
10/30/2020,34.61
11/2/2020,34.19
11/3/2020,34.65
11/4/2020,35.14
11/5/2020,36.22
11/6/2020,36.09
11/9/2020,36.23
11/10/2020,37.06
11/12/2020,38.05
11/13/2020,38.13
11/16/2020,38.43
11/17/2020,38.5
11/18/2020,39.46
11/19/2020,39.81
11/20/2020,39.66
11/23/2020,39.55
11/24/2020,39.69
11/25/2020,39.81
11/30/2020,39.51
12/1/2020,39.03
12/2/2020,39.1
12/3/2020,40.31
12/4/2020,40.81
12/7/2020,40.49
12/8/2020,39.9
12/9/2020,38.86
12/10/2020,39.06
12/11/2020,39.24
12/14/2020,39.73
12/15/2020,40.19
12/16/2020,40.05
12/17/2020,40.93
12/18/2020,41.07
12/21/2020,40.96
12/22/2020,41.55
12/23/2020,42.35
12/28/2020,42.72
12/29/2020,43.48
12/30/2020,43.67
12/31/2020,44.33
1/4/2021,43.93
1/5/2021,44.72
1/6/2021,44.97
1/7/2021,44.92
1/8/2021,44.72
1/11/2021,43.76
1/12/2021,43.76
1/13/2021,43.31
1/14/2021,44.24
1/15/2021,42.97
1/19/2021,42.83
1/20/2021,43.92
1/21/2021,44.81
1/22/2021,43.65
1/25/2021,44.31
1/26/2021,45.29
1/27/2021,45.65
1/28/2021,45.78
1/29/2021,45.74
2/1/2021,46.1
2/2/2021,45.44
2/3/2021,45.73
2/4/2021,46.19
2/5/2021,45.91
2/8/2021,46.88
2/9/2021,47.77
2/10/2021,46.94
2/11/2021,47.13
2/12/2021,47.54
2/16/2021,48.66
2/17/2021,48.52
2/18/2021,48.66
2/19/2021,49.3
2/22/2021,49.65
2/23/2021,51.01
2/24/2021,52.34
2/25/2021,52.34
2/26/2021,52.72
3/2/2021,53.4
3/9/2021,55.68
3/16/2021,58.97
3/23/2021,60.9
3/30/2021,54.96
4/6/2021,58.42
4/13/2021,58.43
4/20/2021,63.85
4/27/2021,70.82
5/4/2021,70.83
5/11/2021,73.3
5/18/2021,77.17
5/25/2021,77.69
6/1/2021,78.39
6/8/2021,81.08
6/15/2021,76.07
6/22/2021,70.67
6/29/2021,69.61
7/6/2021,71.12
7/13/2021,75.04
